Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating,Price_In_Thousands,Price_Category,Processor_Brand,Processor_Types,Has_Offer,Value_for_Money
Dell,Inspiron,12Th Gen,16,512,Black,1.86,AMD Ryzen 3,473,181583,14.55,3.3,181.583,Premium,AMD,Ryzen 3,1,55025.15151515152
Dell,Vivobook,12Th Gen,12,1024,Black,1.31,Intel Core I3,875,52961,2.19,3.5,52.961,Mid-Range,Intel,i3,1,15131.714285714286
Asus,16,10Th Gen,16,256,White,1.66,AMD Ryzen 5,545,79572,49.65,4.3,79.572,Mid-Range,AMD,Ryzen 5,1,18505.116279069767
Acer,Inspiron,13Th Gen,8,1024,White,2.1,Intel Core I3,648,33591,39.2,3.2,33.591,Budget,Intel,i3,1,10497.1875
Hp,Vivobook,10Th Gen,8,1024,Blue,1.87,AMD Ryzen 3,563,86467,26.66,3.1,86.467,Premium,AMD,Ryzen 3,1,27892.580645161288
Lenovo,X1,13Th Gen,32,256,Blue,2.45,Intel Core I3,482,128280,26.22,3.6,128.28,Premium,Intel,i3,1,35633.333333333336
Hp,Vivobook,12Th Gen,8,1024,Blue,1.52,AMD Ryzen 7,778,91512,28.125,3.1,91.512,Premium,AMD,Ryzen 7,1,29520.0
Hp,Vivobook,11Th Gen,12,256,Blue,2.71,AMD Ryzen 3,621,154453,24.130000000000003,4.2,154.453,Premium,AMD,Ryzen 3,1,36774.52380952381
Asus,16,11Th Gen,12,512,Grey,1.42,Intel Core I3,473,61358,25.08,3.5,61.358,Mid-Range,Intel,i3,1,17530.85714285714
Lenovo,Vivobook,11Th Gen,12,512,Silver,1.97,Intel Core I5,581,52008,0.13,3.0,52.008,Mid-Range,Intel,i5,1,17336.0
Dell,X1,11Th Gen,32,256,Silver,2.05,Intel Core I7,488,117461,40.54,2.9,117.461,Premium,Intel,i7,1,40503.793103448275
Asus,14,13Th Gen,12,512,White,1.56,AMD Ryzen 7,394,196013,27.14,3.1,196.013,Premium,AMD,Ryzen 7,1,63230.0
Dell,Vivobook,10Th Gen,8,1024,Grey,2.87,AMD Ryzen 5,536,47991,29.65,4.2,47.991,Mid-Range,AMD,Ryzen 5,1,11426.42857142857
Dell,16,13Th Gen,32,256,White,2.13,Intel Core I7,726,194455,24.424999999999997,4.6,194.455,Premium,Intel,i7,1,42272.82608695653
Asus,X1,13Th Gen,12,1024,Blue,2.33,AMD Ryzen 7,487,120958,27.14,3.5,120.958,Premium,AMD,Ryzen 7,1,34559.42857142857
Hp,Vivobook,11Th Gen,8,256,White,2.07,AMD Ryzen 5,411,26430,42.55,3.2,26.43,Budget,AMD,Ryzen 5,1,8259.375
Dell,Inspiron,11Th Gen,8,1024,Silver,2.65,Intel Core I5,653,41102,13.35,4.8,41.102,Mid-Range,Intel,i5,1,8562.916666666668
Lenovo,Vivobook,12Th Gen,4,512,Black,1.95,AMD Ryzen 3,304,112696,19.58,3.7,112.696,Premium,AMD,Ryzen 3,1,30458.378378378377
Asus,Inspiron,13Th Gen,16,256,Grey,1.83,Intel Core I7,447,65963,32.13,4.8,65.963,Mid-Range,Intel,i7,1,13742.291666666668
Hp,Vivobook,12Th Gen,4,256,Silver,1.79,AMD Ryzen 7,554,116903,31.48,3.8,116.903,Premium,AMD,Ryzen 7,1,30763.947368421053
Dell,15,12Th Gen,16,512,Black,1.33,Intel Core I7,551,31274,24.57,3.0,31.274,Budget,Intel,i7,1,10424.666666666666
Asus,X1,12Th Gen,8,1024,White,2.41,Intel Core I7,537,114610,37.5,4.0,114.61,Premium,Intel,i7,1,28652.5
Asus,Inspiron,10Th Gen,4,512,White,2.75,AMD Ryzen 7,564,96046,26.604999999999997,3.5,96.046,Premium,AMD,Ryzen 7,1,27441.714285714286
Lenovo,15,10Th Gen,16,512,Grey,2.43,Intel Core I5,121,24907,25.32,3.3,24.907,Budget,Intel,i5,1,7547.575757575758
Asus,Inspiron,12Th Gen,12,1024,Grey,1.62,AMD Ryzen 7,119,41152,31.11,3.1,41.152,Mid-Range,AMD,Ryzen 7,1,13274.838709677419
Asus,X1,12Th Gen,8,1024,Silver,2.52,Intel Core I7,615,64159,29.33,3.3,64.159,Mid-Range,Intel,i7,1,19442.121212121212
Lenovo,16,11Th Gen,12,1024,Silver,2.59,Intel Core I3,532,196484,49.98,3.5,196.484,Premium,Intel,i3,1,56138.28571428572
Acer,16,10Th Gen,16,1024,Silver,2.81,AMD Ryzen 7,446,178202,27.48,2.9,178.202,Premium,AMD,Ryzen 7,1,61448.965517241384
Lenovo,16,11Th Gen,32,1024,Black,1.53,AMD Ryzen 7,494,41050,27.5,3.2,41.05,Mid-Range,AMD,Ryzen 7,1,12828.125
Acer,X1,13Th Gen,32,1024,Black,1.63,Intel Core I3,670,169076,42.99,4.1,169.076,Premium,Intel,i3,1,41238.04878048781
Lenovo,Inspiron,10Th Gen,16,512,Blue,1.64,Intel Core I7,538,76648,25.32,2.9,76.648,Mid-Range,Intel,i7,1,26430.344827586207
Acer,15,13Th Gen,16,512,Grey,2.04,Intel Core I7,154,66385,22.73,4.9,66.385,Mid-Range,Intel,i7,1,13547.959183673469
Asus,16,11Th Gen,8,256,White,1.72,Intel Core I3,434,65606,28.134999999999998,3.4,65.606,Mid-Range,Intel,i3,1,19295.88235294118
Dell,Inspiron,11Th Gen,8,256,White,1.98,AMD Ryzen 7,565,176593,23.33,3.4,176.593,Premium,AMD,Ryzen 7,1,51939.117647058825
Dell,16,12Th Gen,16,256,White,1.9,AMD Ryzen 3,559,78718,24.57,4.4,78.718,Mid-Range,AMD,Ryzen 3,1,17890.454545454544
Asus,Vivobook,12Th Gen,16,512,Black,1.9,AMD Ryzen 7,319,129796,20.25,3.3,129.796,Premium,AMD,Ryzen 7,1,39332.121212121216
Lenovo,16,11Th Gen,8,1024,Grey,2.17,AMD Ryzen 5,568,169920,23.19,4.5,169.92,Premium,AMD,Ryzen 5,1,37760.0
Asus,Vivobook,11Th Gen,8,256,Grey,2.47,AMD Ryzen 5,366,180295,29.32,4.7,180.295,Premium,AMD,Ryzen 5,1,38360.63829787234
Dell,15,12Th Gen,4,1024,Grey,2.53,Intel Core I5,653,57423,23.725,4.8,57.423,Mid-Range,Intel,i5,1,11963.125
Dell,14,13Th Gen,32,256,Blue,2.47,AMD Ryzen 3,559,173171,20.1,3.9,173.171,Premium,AMD,Ryzen 3,1,44402.820512820515
Lenovo,Inspiron,13Th Gen,12,512,Silver,2.42,AMD Ryzen 3,680,60426,41.73,4.0,60.426,Mid-Range,AMD,Ryzen 3,1,15106.5
Lenovo,X1,13Th Gen,12,512,Silver,2.78,AMD Ryzen 7,429,38318,25.75,3.6,38.318,Budget,AMD,Ryzen 7,1,10643.888888888889
Acer,X1,12Th Gen,16,1024,Silver,1.52,Intel Core I3,607,90258,43.44,3.9,90.258,Premium,Intel,i3,1,23143.076923076922
Asus,14,10Th Gen,32,1024,Silver,1.94,Intel Core I7,778,102315,28.64,2.8,102.315,Premium,Intel,i7,1,36541.07142857143
Acer,Inspiron,11Th Gen,16,1024,Black,2.42,AMD Ryzen 5,517,75897,48.11,3.0,75.897,Mid-Range,AMD,Ryzen 5,1,25299.0
Lenovo,Inspiron,12Th Gen,32,1024,Black,1.74,Intel Core I5,583,62989,25.15,4.0,62.989,Mid-Range,Intel,i5,1,15747.25
Lenovo,14,12Th Gen,32,256,Silver,2.6,AMD Ryzen 7,237,102319,3.8,4.3,102.319,Premium,AMD,Ryzen 7,1,23795.116279069767
Lenovo,Vivobook,10Th Gen,16,512,Silver,1.88,AMD Ryzen 7,492,115705,25.32,2.8,115.705,Premium,AMD,Ryzen 7,1,41323.21428571429
Acer,16,10Th Gen,32,512,Silver,2.42,AMD Ryzen 5,654,129851,27.9,4.9,129.851,Premium,AMD,Ryzen 5,1,26500.20408163265
Dell,14,10Th Gen,32,256,Silver,2.08,AMD Ryzen 5,536,138929,25.39,4.2,138.929,Premium,AMD,Ryzen 5,1,33078.33333333333
Acer,Inspiron,13Th Gen,4,1024,Black,1.89,Intel Core I7,456,148838,26.689999999999998,2.5,148.838,Premium,Intel,i7,1,59535.2
Hp,14,10Th Gen,12,1024,White,1.22,AMD Ryzen 3,512,175186,24.09,4.0,175.186,Premium,AMD,Ryzen 3,1,43796.5
Hp,X1,13Th Gen,8,512,Grey,2.25,Intel Core I3,175,44951,25.4,2.5,44.951,Mid-Range,Intel,i3,1,17980.4
Dell,14,13Th Gen,4,512,Silver,2.93,AMD Ryzen 5,490,125483,40.36,3.8,125.483,Premium,AMD,Ryzen 5,1,33021.84210526316
Hp,X1,10Th Gen,8,512,Black,2.24,AMD Ryzen 7,546,174419,26.66,5.0,174.419,Premium,AMD,Ryzen 7,1,34883.8
Lenovo,16,10Th Gen,32,256,White,1.74,Intel Core I7,568,34491,27.57,4.5,34.491,Budget,Intel,i7,1,7664.666666666667
Acer,15,10Th Gen,4,256,Grey,1.77,Intel Core I7,167,184395,40.56,3.6,184.395,Premium,Intel,i7,1,51220.83333333333
Lenovo,X1,12Th Gen,8,512,Black,2.24,Intel Core I3,542,132569,28.04,2.6,132.569,Premium,Intel,i3,1,50988.07692307692
Acer,X1,11Th Gen,4,1024,Black,1.78,AMD Ryzen 5,271,183698,23.67,4.3,183.698,Premium,AMD,Ryzen 5,1,42720.46511627907
Lenovo,Vivobook,12Th Gen,4,1024,Grey,1.76,AMD Ryzen 7,475,158257,19.58,4.8,158.257,Premium,AMD,Ryzen 7,1,32970.208333333336
Lenovo,X1,12Th Gen,32,512,Blue,1.33,AMD Ryzen 3,463,55442,25.15,4.1,55.442,Mid-Range,AMD,Ryzen 3,1,13522.439024390245
Dell,16,13Th Gen,16,256,Grey,2.7,AMD Ryzen 3,908,145858,25.865000000000002,3.2,145.858,Premium,AMD,Ryzen 3,1,45580.625
Asus,15,10Th Gen,4,512,Black,2.51,AMD Ryzen 3,434,118856,19.34,3.4,118.856,Premium,AMD,Ryzen 3,1,34957.64705882353
Dell,Inspiron,10Th Gen,16,256,Black,1.89,Intel Core I7,594,88965,14.41,3.5,88.965,Premium,Intel,i7,1,25418.571428571428
Dell,Inspiron,10Th Gen,8,512,Blue,2.52,AMD Ryzen 3,467,74278,29.65,2.9,74.278,Mid-Range,AMD,Ryzen 3,1,25613.103448275862
Hp,X1,12Th Gen,8,256,Grey,2.6,AMD Ryzen 7,632,26555,28.125,3.1,26.555,Budget,AMD,Ryzen 7,1,8566.129032258064
Acer,Vivobook,13Th Gen,12,512,Grey,2.4,Intel Core I5,446,33002,36.2,2.9,33.002,Budget,Intel,i5,1,11380.0
Lenovo,16,13Th Gen,16,256,Silver,1.83,Intel Core I7,521,183009,22.32,2.7,183.009,Premium,Intel,i7,1,67781.11111111111
Lenovo,14,11Th Gen,32,1024,Black,2.73,Intel Core I3,468,112569,27.5,4.2,112.569,Premium,Intel,i3,1,26802.142857142855
Asus,15,12Th Gen,12,512,White,2.29,Intel Core I5,247,87590,2.7,4.8,87.59,Premium,Intel,i5,1,18247.916666666668
Dell,14,12Th Gen,16,512,Blue,2.45,AMD Ryzen 3,567,118874,24.57,3.7,118.874,Premium,AMD,Ryzen 3,1,32128.108108108107
Dell,X1,12Th Gen,4,512,Black,2.13,AMD Ryzen 7,536,102187,23.725,4.2,102.187,Premium,AMD,Ryzen 7,1,24330.238095238095
Asus,Vivobook,10Th Gen,32,1024,Black,1.5,AMD Ryzen 5,537,105303,2.86,3.7,105.303,Premium,AMD,Ryzen 5,1,28460.27027027027
Acer,16,11Th Gen,32,256,Black,1.5,AMD Ryzen 3,446,86248,32.51,2.9,86.248,Premium,AMD,Ryzen 3,1,29740.689655172413
Dell,16,11Th Gen,32,1024,Grey,2.92,Intel Core I5,497,181502,44.02,4.8,181.502,Premium,Intel,i5,1,37812.91666666667
Lenovo,16,11Th Gen,16,512,Grey,1.26,AMD Ryzen 5,496,143658,27.435000000000002,4.7,143.658,Premium,AMD,Ryzen 5,1,30565.531914893614
Asus,Inspiron,10Th Gen,32,1024,White,2.02,AMD Ryzen 3,273,188600,29.28,3.8,188.6,Premium,AMD,Ryzen 3,1,49631.57894736842
Hp,Inspiron,10Th Gen,12,1024,White,2.18,AMD Ryzen 5,570,99683,25.56,3.6,99.683,Premium,AMD,Ryzen 5,1,27689.722222222223
Lenovo,15,13Th Gen,8,512,Blue,2.83,AMD Ryzen 7,494,92512,19.23,3.2,92.512,Premium,AMD,Ryzen 7,1,28910.0
Hp,16,13Th Gen,32,512,Black,2.24,Intel Core I5,937,128944,42.64,3.9,128.944,Premium,Intel,i5,1,33062.5641025641
Acer,15,11Th Gen,32,1024,White,2.57,AMD Ryzen 3,816,108089,11.02,4.1,108.089,Premium,AMD,Ryzen 3,1,26363.17073170732
Lenovo,14,13Th Gen,16,512,Blue,1.35,Intel Core I5,588,191440,29.7,3.9,191.44,Premium,Intel,i5,1,49087.17948717949
Asus,14,13Th Gen,8,512,Silver,2.07,Intel Core I3,599,145915,22.75,4.8,145.915,Premium,Intel,i3,1,30398.958333333336
Dell,Inspiron,12Th Gen,32,1024,Blue,2.42,Intel Core I3,540,195879,19.78,4.4,195.879,Premium,Intel,i3,1,44517.954545454544
Lenovo,16,10Th Gen,16,512,Blue,1.34,Intel Core I5,539,33212,22.84,3.7,33.212,Budget,Intel,i5,1,8976.216216216215
Dell,Inspiron,11Th Gen,16,1024,Blue,1.67,AMD Ryzen 3,567,189894,21.994999999999997,3.7,189.894,Premium,AMD,Ryzen 3,1,51322.7027027027
Dell,16,11Th Gen,4,512,Silver,2.19,Intel Core I5,681,97618,7.86,4.3,97.618,Premium,Intel,i5,1,22701.86046511628
Lenovo,Inspiron,13Th Gen,12,512,Silver,1.45,Intel Core I5,854,96288,25.75,4.6,96.288,Premium,Intel,i5,1,20932.17391304348
Asus,15,13Th Gen,32,256,Silver,1.4,AMD Ryzen 7,394,43300,26.89,3.1,43.3,Mid-Range,AMD,Ryzen 7,1,13967.741935483871
Acer,14,12Th Gen,8,1024,Black,2.28,AMD Ryzen 7,965,142470,49.72,3.2,142.47,Premium,AMD,Ryzen 7,1,44521.875
Asus,14,12Th Gen,32,256,Grey,1.67,Intel Core I5,490,50473,25.9,3.2,50.473,Mid-Range,Intel,i5,1,15772.8125
Lenovo,Inspiron,13Th Gen,32,1024,White,2.05,Intel Core I3,505,128039,26.22,3.8,128.039,Premium,Intel,i3,1,33694.47368421053
Dell,16,10Th Gen,32,256,Blue,1.62,Intel Core I5,864,146914,36.65,3.3,146.914,Premium,Intel,i5,1,44519.39393939394
Lenovo,X1,10Th Gen,32,1024,Silver,1.5,AMD Ryzen 3,965,79762,12.38,2.9,79.762,Mid-Range,AMD,Ryzen 3,1,27504.137931034482
Lenovo,16,11Th Gen,12,1024,Blue,1.89,AMD Ryzen 7,379,68346,13.38,4.6,68.346,Mid-Range,AMD,Ryzen 7,1,14857.826086956524
Asus,X1,11Th Gen,16,512,Silver,2.12,AMD Ryzen 7,496,78157,32.55,2.9,78.157,Mid-Range,AMD,Ryzen 7,1,26950.689655172413
Lenovo,Inspiron,10Th Gen,8,512,Grey,2.12,AMD Ryzen 5,598,185298,42.46,4.0,185.298,Premium,AMD,Ryzen 5,1,46324.5
Asus,X1,12Th Gen,4,512,Silver,1.78,Intel Core I5,565,47398,9.62,2.8,47.398,Mid-Range,Intel,i5,1,16927.857142857145
Asus,X1,11Th Gen,32,512,White,2.96,AMD Ryzen 5,629,159652,28.73,3.9,159.652,Premium,AMD,Ryzen 5,1,40936.41025641026
Hp,16,13Th Gen,8,1024,Black,2.16,AMD Ryzen 3,309,169036,25.4,3.2,169.036,Premium,AMD,Ryzen 3,1,52823.75
Hp,16,13Th Gen,4,512,Grey,1.69,AMD Ryzen 7,487,23723,17.5,4.3,23.723,Budget,AMD,Ryzen 7,1,5516.976744186047
Asus,X1,13Th Gen,12,1024,White,1.63,AMD Ryzen 7,637,165185,5.68,3.4,165.185,Premium,AMD,Ryzen 7,1,48583.82352941177
Hp,X1,11Th Gen,32,512,Black,2.99,Intel Core I3,134,137653,17.61,3.9,137.653,Premium,Intel,i3,1,35295.64102564102
Asus,X1,11Th Gen,8,256,Silver,1.34,Intel Core I3,597,27323,35.22,2.6,27.323,Budget,Intel,i3,1,10508.846153846154
Asus,X1,12Th Gen,12,1024,Grey,1.51,AMD Ryzen 3,535,94765,36.96,3.0,94.765,Premium,AMD,Ryzen 3,1,31588.333333333332
Hp,16,12Th Gen,4,512,Black,2.72,AMD Ryzen 7,634,139820,23.95,4.7,139.82,Premium,AMD,Ryzen 7,1,29748.936170212764
Acer,15,11Th Gen,16,256,Grey,2.62,AMD Ryzen 7,709,119330,24.86,3.7,119.33,Premium,AMD,Ryzen 7,1,32251.35135135135
Lenovo,Vivobook,11Th Gen,4,512,Grey,1.52,Intel Core I5,610,90063,14.27,4.4,90.063,Premium,Intel,i5,1,20468.863636363636
Hp,Inspiron,10Th Gen,4,1024,Black,1.29,Intel Core I5,426,155053,22.77,2.6,155.053,Premium,Intel,i5,1,59635.76923076923
Acer,Inspiron,10Th Gen,32,512,Black,1.89,AMD Ryzen 7,124,136742,4.79,2.6,136.742,Premium,AMD,Ryzen 7,1,52593.07692307692
Acer,X1,11Th Gen,16,256,Grey,1.83,Intel Core I5,617,179165,24.86,4.0,179.165,Premium,Intel,i5,1,44791.25
Dell,16,12Th Gen,32,1024,White,2.17,AMD Ryzen 3,363,26857,20.63,3.0,26.857,Budget,AMD,Ryzen 3,1,8952.333333333334
Lenovo,Vivobook,12Th Gen,32,512,Grey,2.06,AMD Ryzen 7,869,192251,22.53,4.0,192.251,Premium,AMD,Ryzen 7,1,48062.75
Asus,16,10Th Gen,4,1024,Blue,1.36,AMD Ryzen 7,593,107096,44.95,4.2,107.096,Premium,AMD,Ryzen 7,1,25499.04761904762
Hp,X1,11Th Gen,32,256,White,2.58,AMD Ryzen 5,398,133835,20.25,3.4,133.835,Premium,AMD,Ryzen 5,1,39363.23529411765
Dell,X1,12Th Gen,4,512,Silver,1.6,AMD Ryzen 3,565,63587,39.88,2.6,63.587,Mid-Range,AMD,Ryzen 3,1,24456.53846153846
Acer,Inspiron,12Th Gen,12,1024,Black,1.46,AMD Ryzen 3,413,150289,23.06,2.8,150.289,Premium,AMD,Ryzen 3,1,53674.64285714286
Hp,Vivobook,10Th Gen,4,512,Black,2.92,Intel Core I5,503,143012,6.35,3.0,143.012,Premium,Intel,i5,1,47670.666666666664
Acer,16,10Th Gen,16,1024,White,1.51,Intel Core I3,413,67716,34.32,2.8,67.716,Mid-Range,Intel,i3,1,24184.285714285717
Lenovo,15,13Th Gen,16,256,White,2.84,Intel Core I3,580,181976,22.32,3.1,181.976,Premium,Intel,i3,1,58701.93548387097
Asus,X1,13Th Gen,16,256,Silver,2.44,AMD Ryzen 7,537,109316,16.15,3.7,109.316,Premium,AMD,Ryzen 7,1,29544.864864864863
Hp,16,12Th Gen,4,1024,White,2.61,Intel Core I7,209,70291,23.95,3.2,70.291,Mid-Range,Intel,i7,1,21965.9375
Lenovo,Vivobook,13Th Gen,32,256,White,1.95,AMD Ryzen 5,482,134347,26.22,3.6,134.347,Premium,AMD,Ryzen 5,1,37318.61111111111
Hp,X1,10Th Gen,32,1024,Black,1.74,AMD Ryzen 5,960,123555,33.71,3.1,123.555,Premium,AMD,Ryzen 5,1,39856.45161290323
Asus,16,13Th Gen,4,256,Grey,1.46,Intel Core I7,310,33478,48.94,3.7,33.478,Budget,Intel,i7,1,9048.108108108108
Dell,Inspiron,12Th Gen,8,1024,Silver,2.38,Intel Core I5,506,103137,18.77,4.7,103.137,Premium,Intel,i5,1,21944.042553191488
Lenovo,X1,13Th Gen,4,1024,Silver,1.33,Intel Core I7,598,168425,22.75,4.0,168.425,Premium,Intel,i7,1,42106.25
Lenovo,Vivobook,10Th Gen,8,512,White,1.29,Intel Core I7,160,89935,22.8,2.7,89.935,Premium,Intel,i7,1,33309.259259259255
Lenovo,Inspiron,11Th Gen,16,1024,Blue,1.22,Intel Core I3,984,59820,27.435000000000002,3.7,59.82,Mid-Range,Intel,i3,1,16167.567567567567
Hp,X1,11Th Gen,16,512,Black,2.02,AMD Ryzen 7,306,23752,7.41,4.7,23.752,Budget,AMD,Ryzen 7,1,5053.617021276596
Lenovo,Vivobook,12Th Gen,32,1024,Grey,1.71,AMD Ryzen 7,526,50337,8.75,3.5,50.337,Mid-Range,AMD,Ryzen 7,1,14382.0
Asus,16,12Th Gen,4,256,Blue,2.84,AMD Ryzen 7,719,96810,28.81,4.8,96.81,Premium,AMD,Ryzen 7,1,20168.75
Acer,16,12Th Gen,4,1024,Black,1.46,AMD Ryzen 3,414,57738,28.405,4.2,57.738,Mid-Range,AMD,Ryzen 3,1,13747.142857142857
Hp,15,10Th Gen,8,512,Grey,2.45,AMD Ryzen 5,548,32662,42.56,3.3,32.662,Budget,AMD,Ryzen 5,1,9897.575757575758
Dell,Inspiron,11Th Gen,4,256,Blue,2.04,Intel Core I5,599,120893,28.26,3.2,120.893,Premium,Intel,i5,1,37779.0625
Lenovo,Vivobook,11Th Gen,8,1024,White,1.22,Intel Core I7,496,183296,23.19,4.7,183.296,Premium,Intel,i7,1,38999.14893617021
Asus,15,11Th Gen,12,256,Black,2.65,Intel Core I7,983,45312,24.5,4.7,45.312,Mid-Range,Intel,i7,1,9640.851063829787
Lenovo,X1,11Th Gen,16,1024,Silver,1.79,AMD Ryzen 7,497,103580,27.435000000000002,4.5,103.58,Premium,AMD,Ryzen 7,1,23017.777777777777
Dell,14,10Th Gen,4,256,Silver,2.19,Intel Core I7,448,101318,19.67,4.1,101.318,Premium,Intel,i7,1,24711.707317073175
Hp,15,11Th Gen,32,512,Blue,1.87,AMD Ryzen 7,920,23684,28.705,4.1,23.684,Budget,AMD,Ryzen 7,1,5776.585365853659
Lenovo,14,11Th Gen,8,256,Grey,1.74,Intel Core I3,496,83146,23.19,4.7,83.146,Premium,Intel,i3,1,17690.63829787234
Hp,Inspiron,13Th Gen,16,512,Black,1.39,AMD Ryzen 7,487,141389,2.22,4.3,141.389,Premium,AMD,Ryzen 7,1,32881.16279069768
Asus,X1,11Th Gen,16,256,Black,1.94,AMD Ryzen 5,454,115094,28.95,4.9,115.094,Premium,AMD,Ryzen 5,1,23488.571428571428
Acer,16,10Th Gen,12,512,White,2.1,AMD Ryzen 3,533,157178,31.5,3.5,157.178,Premium,AMD,Ryzen 3,1,44908.0
Lenovo,Vivobook,13Th Gen,8,256,White,2.25,AMD Ryzen 3,496,112296,30.95,4.7,112.296,Premium,AMD,Ryzen 3,1,23892.76595744681
Lenovo,14,11Th Gen,32,256,Grey,1.97,Intel Core I7,697,46406,21.53,4.3,46.406,Mid-Range,Intel,i7,1,10792.093023255815
Hp,Inspiron,10Th Gen,32,256,Grey,2.44,Intel Core I7,643,166167,2.8,4.8,166.167,Premium,Intel,i7,1,34618.125
Acer,14,12Th Gen,32,512,Blue,1.88,AMD Ryzen 7,919,46830,30.995,3.8,46.83,Mid-Range,AMD,Ryzen 7,1,12323.684210526317
Asus,Vivobook,12Th Gen,32,1024,Silver,2.1,Intel Core I5,565,114085,29.23,2.8,114.085,Premium,Intel,i5,1,40744.64285714286
Hp,15,11Th Gen,4,512,White,1.22,AMD Ryzen 7,386,52608,29.77,4.6,52.608,Mid-Range,AMD,Ryzen 7,1,11436.521739130436
Dell,16,13Th Gen,32,512,Silver,1.53,Intel Core I3,231,58868,24.424999999999997,3.7,58.868,Mid-Range,Intel,i3,1,15910.27027027027
Lenovo,Inspiron,10Th Gen,12,1024,Blue,1.7,AMD Ryzen 3,539,24497,21.19,3.7,24.497,Budget,AMD,Ryzen 3,1,6620.810810810811
Hp,X1,13Th Gen,8,1024,Grey,2.5,Intel Core I5,570,95599,25.4,3.6,95.599,Premium,Intel,i5,1,26555.277777777777
Asus,14,13Th Gen,12,1024,White,2.93,AMD Ryzen 5,509,118995,27.1,3.0,118.995,Premium,AMD,Ryzen 5,1,39665.0
Dell,16,11Th Gen,8,256,White,2.55,AMD Ryzen 3,540,190566,5.43,4.4,190.566,Premium,AMD,Ryzen 3,1,43310.454545454544
Asus,Vivobook,10Th Gen,8,256,White,2.78,AMD Ryzen 3,498,47410,17.57,2.9,47.41,Mid-Range,AMD,Ryzen 3,1,16348.275862068966
Acer,X1,11Th Gen,8,512,White,1.83,Intel Core I3,901,68080,3.96,4.9,68.08,Mid-Range,Intel,i3,1,13893.877551020407
Asus,Vivobook,11Th Gen,4,512,Blue,2.56,AMD Ryzen 5,394,194146,25.8,3.1,194.146,Premium,AMD,Ryzen 5,1,62627.74193548387
Asus,Inspiron,13Th Gen,4,256,Black,2.74,AMD Ryzen 3,668,130802,41.47,4.1,130.802,Premium,AMD,Ryzen 3,1,31902.926829268294
Acer,X1,10Th Gen,16,256,Blue,1.8,AMD Ryzen 5,951,196203,27.48,4.7,196.203,Premium,AMD,Ryzen 5,1,41745.31914893617
Dell,16,10Th Gen,8,512,Blue,2.07,Intel Core I3,250,33213,29.65,3.0,33.213,Budget,Intel,i3,1,11071.0
Acer,Inspiron,11Th Gen,32,512,Black,1.81,Intel Core I5,654,65705,28.66,4.9,65.705,Mid-Range,Intel,i5,1,13409.183673469386
Acer,15,13Th Gen,16,1024,Blue,2.35,AMD Ryzen 5,603,88035,22.73,4.2,88.035,Premium,AMD,Ryzen 5,1,20960.714285714286
Dell,Inspiron,13Th Gen,16,1024,Grey,1.82,Intel Core I7,473,98741,25.865000000000002,3.1,98.741,Premium,Intel,i7,1,31851.935483870966
Asus,X1,10Th Gen,12,1024,Black,1.61,AMD Ryzen 5,202,26394,4.0,4.5,26.394,Budget,AMD,Ryzen 5,1,5865.333333333333
Acer,14,11Th Gen,8,1024,White,2.41,Intel Core I7,446,61439,28.06,2.9,61.439,Mid-Range,Intel,i7,1,21185.862068965518
Dell,14,10Th Gen,12,512,Black,1.64,AMD Ryzen 5,506,177873,28.87,4.7,177.873,Premium,AMD,Ryzen 5,1,37845.31914893617
Lenovo,Inspiron,13Th Gen,4,1024,Silver,2.99,AMD Ryzen 7,580,147418,7.73,3.1,147.418,Premium,AMD,Ryzen 7,1,47554.1935483871
Asus,14,10Th Gen,16,256,Grey,2.33,Intel Core I5,604,189499,19.795,3.6,189.499,Premium,Intel,i5,1,52638.61111111111
Hp,Inspiron,12Th Gen,32,256,White,2.31,Intel Core I7,559,161280,42.8,3.4,161.28,Premium,Intel,i7,1,47435.29411764706
Dell,Inspiron,11Th Gen,12,256,Silver,1.93,Intel Core I3,603,79827,18.23,2.7,79.827,Mid-Range,Intel,i3,1,29565.555555555555
Hp,14,12Th Gen,16,256,Black,1.97,Intel Core I3,489,97812,24.355,3.3,97.812,Premium,Intel,i3,1,29640.0
Acer,16,11Th Gen,16,1024,White,2.68,AMD Ryzen 5,314,161252,24.86,2.5,161.252,Premium,AMD,Ryzen 5,1,64500.8
Hp,16,11Th Gen,16,256,White,2.63,AMD Ryzen 3,554,179646,7.25,3.8,179.646,Premium,AMD,Ryzen 3,1,47275.26315789474
Acer,Inspiron,10Th Gen,4,256,Silver,1.63,AMD Ryzen 5,679,84614,34.5,5.0,84.614,Premium,AMD,Ryzen 5,1,16922.8
Hp,Vivobook,12Th Gen,12,1024,White,1.41,AMD Ryzen 5,643,28936,28.565,4.8,28.936,Budget,AMD,Ryzen 5,1,6028.333333333334
Hp,14,12Th Gen,4,256,Silver,2.14,AMD Ryzen 5,404,132711,33.7,3.5,132.711,Premium,AMD,Ryzen 5,1,37917.42857142857
Lenovo,Vivobook,11Th Gen,8,1024,White,1.88,Intel Core I5,477,97125,23.19,4.9,97.125,Premium,Intel,i5,1,19821.42857142857
