Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating
Lenovo,VivoBook,10th Gen,4.0,512.0,Grey,2.33,AMD Ryzen 3,441.71,196449.85,,3.7
Hp,16,12th Gen,12.0,1024.0,White,2.28,AMD Ryzen 7,,104221.04,,3.7
Hp,14,12th Gen,8.0,1024.0,Black,1.86,Intel Core i5,,179145.37,40.73,4.6
Hp,16,10th Gen,32.0,1024.0,Black,1.37,AMD Ryzen 7,181.81,50645.97,,3.2
Lenovo,Inspiron,12th Gen,16.0,512.0,Blue,2.32,Intel Core i3,,43428.28,,3.2
Hp,15,11th Gen,4.0,256.0,Silver,1.57,Intel Core i5,,175996.65,5.37,3.0
Dell,15,11th Gen,4.0,512.0,Blue,2.28,AMD Ryzen 7,412.74,31069.85,,3.9
Hp,VivoBook,12th Gen,8.0,1024.0,Silver,2.17,Intel Core i3,,153577.61,,4.6
Asus,Inspiron,12th Gen,8.0,256.0,Grey,2.38,Intel Core i3,,87800.39,31.27,4.4
Dell,16,10th Gen,4.0,256.0,Grey,2.72,Intel Core i3,,188018.68,,3.8
Lenovo,16,13th Gen,4.0,1024.0,Black,2.64,Intel Core i5,563.06,43923.81,36.67,2.7
Asus,15,13th Gen,16.0,1024.0,White,1.35,Intel Core i3,,80702.54,6.7,4.5
Lenovo,15,11th Gen,4.0,256.0,Grey,2.85,Intel Core i7,,32046.84,45.4,4.3
Acer,15,12th Gen,8.0,512.0,White,1.38,Intel Core i5,608.97,171369.51,,3.9
Acer,14,11th Gen,12.0,256.0,White,1.53,Intel Core i3,722.44,66278.02,2.82,4.1
Asus,VivoBook,13th Gen,8.0,1024.0,Silver,1.5,AMD Ryzen 5,,57243.3,0.58,4.6
Acer,16,11th Gen,4.0,512.0,Grey,2.58,Intel Core i5,,68433.01,,3.5
Dell,Inspiron,13th Gen,32.0,1024.0,White,1.78,Intel Core i3,,28891.56,,4.9
Acer,Inspiron,11th Gen,4.0,256.0,Silver,2.07,Intel Core i5,983.75,45451.04,,3.8
Acer,16,13th Gen,16.0,512.0,Silver,2.82,Intel Core i5,147.9,145330.83,18.0,3.5
Lenovo,X1,13th Gen,4.0,1024.0,Grey,2.86,AMD Ryzen 7,475.14,116157.82,,3.7
Acer,X1,11th Gen,12.0,1024.0,Blue,1.68,Intel Core i3,,48580.95,17.31,4.6
Asus,15,12th Gen,8.0,1024.0,Silver,1.46,Intel Core i3,684.84,80039.63,36.77,4.2
Dell,VivoBook,12th Gen,4.0,1024.0,Silver,2.31,AMD Ryzen 3,223.73,138519.85,14.15,4.3
Lenovo,X1,13th Gen,32.0,1024.0,Blue,1.99,Intel Core i3,,145749.21,,2.9
Hp,VivoBook,11th Gen,12.0,512.0,Silver,1.67,AMD Ryzen 7,610.52,62523.75,,3.4
Asus,X1,12th Gen,12.0,512.0,Silver,2.39,AMD Ryzen 5,811.5,183807.06,14.47,3.5
Hp,14,13th Gen,4.0,256.0,Black,1.55,Intel Core i7,527.0,31326.42,,3.7
Lenovo,Inspiron,10th Gen,8.0,512.0,White,2.98,Intel Core i7,,118405.62,20.25,3.3
Asus,Inspiron,12th Gen,12.0,256.0,White,2.14,AMD Ryzen 3,,71446.22,,4.9
Lenovo,Inspiron,12th Gen,16.0,512.0,Grey,1.76,AMD Ryzen 7,495.51,26279.73,,4.5
Lenovo,16,12th Gen,4.0,512.0,Silver,1.7,AMD Ryzen 7,,59721.14,,3.9
Acer,15,11th Gen,8.0,512.0,Black,2.76,Intel Core i7,423.58,56392.63,,4.4
Lenovo,15,11th Gen,12.0,1024.0,Silver,2.53,Intel Core i7,119.11,98021.0,37.45,2.5
Asus,15,10th Gen,8.0,512.0,Silver,2.15,AMD Ryzen 5,568.51,24507.76,39.55,2.6
Hp,X1,10th Gen,32.0,256.0,Grey,,AMD Ryzen 7,127.38,123364.44,34.65,2.7
Asus,X1,11th Gen,4.0,512.0,Grey,1.63,Intel Core i5,937.28,78300.25,,3.7
Hp,X1,11th Gen,12.0,512.0,White,1.51,AMD Ryzen 3,198.82,62468.51,,4.4
Acer,15,11th Gen,4.0,1024.0,Black,2.57,Intel Core i3,,92018.98,,2.6
Acer,16,10th Gen,16.0,1024.0,Black,2.98,Intel Core i3,760.23,185026.57,36.01,4.7
Acer,X1,11th Gen,32.0,512.0,Black,1.59,AMD Ryzen 7,,104561.65,,5.0
Lenovo,16,13th Gen,4.0,1024.0,Silver,2.71,AMD Ryzen 7,,167739.24,45.8,2.8
Lenovo,VivoBook,11th Gen,4.0,1024.0,Blue,2.69,Intel Core i5,,80645.7,,4.9
Hp,16,10th Gen,32.0,256.0,Black,2.08,AMD Ryzen 7,,106630.52,9.6,4.5
Dell,15,11th Gen,16.0,256.0,Silver,2.52,Intel Core i5,153.35,69088.62,26.33,4.6
Acer,14,12th Gen,4.0,256.0,Black,,Intel Core i5,872.74,128561.59,,3.0
Asus,X1,13th Gen,4.0,256.0,Silver,2.04,AMD Ryzen 7,,145818.07,26.38,3.9
Hp,16,11th Gen,8.0,1024.0,Black,1.45,Intel Core i3,630.5,194173.52,,4.0
Lenovo,16,10th Gen,8.0,512.0,Black,2.63,Intel Core i5,,97965.9,47.06,3.8
Dell,15,12th Gen,4.0,256.0,Blue,1.41,Intel Core i3,719.06,136062.7,,4.6
Asus,16,12th Gen,16.0,1024.0,Grey,1.76,AMD Ryzen 3,,175240.92,1.34,3.4
Hp,Inspiron,13th Gen,12.0,512.0,Grey,1.64,Intel Core i3,,171257.97,,4.5
Lenovo,14,13th Gen,12.0,1024.0,Silver,1.94,Intel Core i3,558.92,138693.35,,5.0
Acer,15,13th Gen,16.0,512.0,Silver,2.52,Intel Core i7,602.45,96986.67,28.31,4.7
Asus,14,12th Gen,16.0,256.0,Silver,2.7,Intel Core i3,539.01,108341.81,26.91,4.8
Dell,16,11th Gen,8.0,512.0,White,2.09,AMD Ryzen 5,463.85,72514.81,,2.8
Lenovo,X1,13th Gen,16.0,512.0,Blue,2.56,Intel Core i3,,175455.91,44.94,4.0
Dell,VivoBook,11th Gen,16.0,1024.0,Grey,1.64,Intel Core i5,827.94,152100.77,,3.3
Dell,16,13th Gen,16.0,256.0,Silver,1.63,Intel Core i3,229.3,163355.14,38.38,3.0
Dell,Inspiron,10th Gen,4.0,1024.0,Silver,2.82,AMD Ryzen 3,,104809.01,,4.7
Dell,14,11th Gen,32.0,512.0,Black,1.63,AMD Ryzen 7,220.95,43549.26,,4.4
Hp,15,10th Gen,4.0,256.0,Silver,2.75,AMD Ryzen 7,758.32,148781.23,6.23,4.7
Lenovo,15,10th Gen,32.0,512.0,Black,1.59,Intel Core i3,634.27,163676.65,,4.4
Dell,VivoBook,12th Gen,32.0,1024.0,Black,2.38,AMD Ryzen 7,939.22,109855.85,,4.0
Asus,Inspiron,10th Gen,8.0,512.0,Blue,1.86,Intel Core i5,,36366.35,19.56,4.5
Acer,VivoBook,13th Gen,32.0,256.0,White,1.25,Intel Core i5,703.06,84171.33,32.7,3.4
Lenovo,X1,11th Gen,32.0,512.0,Black,1.72,Intel Core i3,755.56,120234.51,,3.3
Hp,16,12th Gen,4.0,512.0,Blue,2.39,AMD Ryzen 3,,37569.23,5.81,4.5
Dell,X1,11th Gen,32.0,256.0,White,2.92,AMD Ryzen 7,798.19,56648.64,24.27,4.9
Acer,Inspiron,13th Gen,32.0,1024.0,White,2.36,AMD Ryzen 5,986.94,129001.48,27.28,4.2
Lenovo,X1,10th Gen,4.0,256.0,Blue,1.34,AMD Ryzen 3,,122304.45,,4.0
Hp,14,11th Gen,32.0,256.0,Black,1.47,Intel Core i3,809.16,121368.6,,2.8
Hp,X1,11th Gen,8.0,1024.0,Black,1.73,Intel Core i3,274.06,128222.69,,4.6
Lenovo,VivoBook,12th Gen,4.0,512.0,Grey,2.14,AMD Ryzen 5,,32739.55,30.32,4.7
Lenovo,X1,11th Gen,8.0,512.0,White,2.61,Intel Core i7,105.41,30234.12,42.89,4.4
Asus,Inspiron,12th Gen,4.0,256.0,White,2.31,Intel Core i5,534.52,102163.32,,3.2
Acer,15,11th Gen,8.0,512.0,White,2.64,Intel Core i5,,27236.07,,3.8
Acer,X1,13th Gen,8.0,256.0,Black,1.56,Intel Core i7,326.06,117424.48,30.54,5.0
Hp,Inspiron,11th Gen,16.0,256.0,Black,2.76,AMD Ryzen 3,968.88,156978.03,31.3,4.3
Acer,14,12th Gen,4.0,256.0,Blue,1.95,Intel Core i3,699.54,94371.65,41.81,3.5
Lenovo,15,13th Gen,4.0,1024.0,Blue,2.74,AMD Ryzen 3,992.97,108302.27,,2.8
Lenovo,VivoBook,13th Gen,12.0,1024.0,Blue,2.9,AMD Ryzen 5,,108485.29,16.5,4.9
Lenovo,15,10th Gen,16.0,512.0,Silver,1.37,AMD Ryzen 7,590.56,185091.52,,3.1
Acer,Inspiron,10th Gen,8.0,1024.0,Silver,1.51,Intel Core i5,,177340.26,,3.7
Lenovo,15,10th Gen,32.0,256.0,Grey,2.77,Intel Core i7,,82533.79,39.42,3.8
Lenovo,VivoBook,11th Gen,12.0,1024.0,White,2.21,Intel Core i5,,183804.81,,4.8
Lenovo,15,10th Gen,4.0,1024.0,Silver,2.46,AMD Ryzen 7,809.15,42630.1,27.31,3.9
Hp,VivoBook,13th Gen,8.0,256.0,White,2.11,Intel Core i7,358.69,59403.87,,4.4
Hp,15,12th Gen,12.0,1024.0,Silver,2.52,AMD Ryzen 3,,152908.51,,3.0
Asus,VivoBook,10th Gen,12.0,512.0,Grey,2.48,AMD Ryzen 7,,64865.72,,3.9
Hp,15,13th Gen,12.0,256.0,Silver,2.07,AMD Ryzen 5,990.32,176598.98,31.2,3.9
Dell,15,12th Gen,12.0,512.0,Black,2.65,Intel Core i5,,28586.11,39.69,3.2
Hp,16,13th Gen,32.0,256.0,Grey,2.03,Intel Core i5,,182147.67,,3.9
Lenovo,14,13th Gen,8.0,512.0,Grey,2.35,AMD Ryzen 3,,92624.03,18.46,3.9
Lenovo,14,13th Gen,4.0,256.0,Black,1.53,AMD Ryzen 5,,144887.87,,3.5
Acer,Inspiron,13th Gen,16.0,1024.0,Grey,1.46,AMD Ryzen 5,,51581.62,,3.1
Asus,Inspiron,12th Gen,12.0,512.0,White,1.32,AMD Ryzen 7,,183670.76,40.51,3.3
Hp,X1,13th Gen,8.0,512.0,Silver,1.98,AMD Ryzen 3,941.56,111511.47,,4.3
Lenovo,Inspiron,13th Gen,16.0,256.0,Silver,1.81,Intel Core i5,,42166.07,,3.8
Acer,14,10th Gen,32.0,512.0,Silver,1.57,AMD Ryzen 5,214.79,22647.07,38.46,3.2
Acer,X1,10th Gen,16.0,512.0,White,2.22,Intel Core i5,729.56,122682.04,46.98,2.9
Acer,Inspiron,11th Gen,32.0,256.0,Silver,2.27,Intel Core i5,330.64,85570.16,,3.6
Lenovo,X1,13th Gen,8.0,256.0,Black,2.29,Intel Core i5,223.31,50967.83,,3.7
Acer,16,12th Gen,16.0,256.0,Silver,2.29,AMD Ryzen 5,,37635.68,23.59,3.7
Lenovo,16,10th Gen,16.0,256.0,Black,1.82,AMD Ryzen 5,953.62,185288.22,,4.5
Asus,14,11th Gen,16.0,256.0,Silver,1.99,AMD Ryzen 5,705.61,23699.23,36.32,4.7
Asus,Inspiron,11th Gen,32.0,256.0,White,2.16,Intel Core i3,565.88,177463.27,,4.4
Acer,16,13th Gen,8.0,512.0,White,2.36,Intel Core i3,280.45,150131.91,41.78,4.3
Dell,Inspiron,12th Gen,4.0,1024.0,Grey,1.53,Intel Core i5,962.63,72784.97,8.34,4.8
Hp,14,12th Gen,32.0,512.0,Silver,1.38,Intel Core i7,,170692.78,3.06,2.6
Dell,14,11th Gen,8.0,512.0,Blue,1.81,AMD Ryzen 7,843.52,35813.25,,3.9
Hp,16,12th Gen,12.0,512.0,Blue,2.34,AMD Ryzen 3,290.05,60009.93,,2.8
Dell,X1,12th Gen,4.0,1024.0,Silver,2.56,AMD Ryzen 7,665.32,198673.58,,2.6
Lenovo,Inspiron,10th Gen,4.0,512.0,Black,2.75,AMD Ryzen 7,,132216.08,,4.6
Dell,15,13th Gen,12.0,1024.0,Silver,2.83,Intel Core i5,,56061.51,29.42,4.8
Acer,14,10th Gen,32.0,512.0,Grey,1.29,Intel Core i5,,56005.88,18.25,3.9
Acer,VivoBook,11th Gen,8.0,1024.0,Black,1.59,Intel Core i5,,79202.42,,5.0
Asus,14,11th Gen,4.0,1024.0,White,2.65,AMD Ryzen 5,500.15,142393.81,21.86,2.9
Acer,X1,12th Gen,4.0,1024.0,Blue,1.55,Intel Core i5,215.32,39358.05,,4.3
Lenovo,VivoBook,10th Gen,32.0,256.0,Blue,1.57,Intel Core i7,199.64,45901.81,46.26,4.4
Hp,15,13th Gen,8.0,1024.0,Silver,1.48,Intel Core i7,,187893.96,,4.9
Dell,14,11th Gen,8.0,256.0,White,2.78,Intel Core i3,292.48,123083.6,19.72,4.6
Asus,VivoBook,13th Gen,4.0,512.0,Black,2.59,AMD Ryzen 3,560.21,159233.89,,3.6
Acer,14,13th Gen,16.0,512.0,Grey,1.91,AMD Ryzen 5,711.9,112975.02,,3.7
Dell,16,13th Gen,12.0,256.0,Silver,1.79,Intel Core i7,,21304.03,49.62,2.8
Asus,Inspiron,11th Gen,8.0,1024.0,Grey,1.49,Intel Core i5,639.47,124590.14,28.15,4.3
Asus,16,10th Gen,4.0,256.0,Black,1.92,Intel Core i7,485.76,197595.5,,2.8
Hp,15,12th Gen,4.0,512.0,Grey,2.31,Intel Core i3,,199537.79,0.64,3.4
Lenovo,15,11th Gen,16.0,512.0,Silver,2.01,AMD Ryzen 5,775.27,84449.89,,3.9
Hp,Inspiron,10th Gen,16.0,512.0,Blue,2.09,AMD Ryzen 7,,34503.19,,4.2
Acer,16,11th Gen,12.0,512.0,White,2.96,Intel Core i7,,122998.79,,4.8
Hp,15,11th Gen,32.0,256.0,White,1.87,Intel Core i5,740.11,72627.8,,2.9
Acer,14,11th Gen,4.0,1024.0,Blue,1.2,AMD Ryzen 5,185.86,196027.89,,4.3
Acer,15,13th Gen,32.0,256.0,Blue,1.51,Intel Core i5,,39935.61,44.3,4.7
Dell,14,11th Gen,32.0,1024.0,White,2.75,Intel Core i5,,45576.29,33.63,4.5
Asus,16,12th Gen,8.0,512.0,Grey,1.81,Intel Core i5,526.94,179067.26,14.72,3.3
Asus,VivoBook,10th Gen,4.0,512.0,Grey,2.7,Intel Core i5,,149942.95,,2.8
Lenovo,VivoBook,10th Gen,8.0,512.0,White,2.77,Intel Core i5,443.06,93008.49,,4.2
Hp,16,11th Gen,16.0,512.0,Grey,2.24,Intel Core i3,109.57,118864.25,40.14,4.8
Asus,16,11th Gen,32.0,256.0,Grey,,AMD Ryzen 3,,79819.01,17.35,2.9
Acer,VivoBook,11th Gen,32.0,512.0,Silver,2.72,Intel Core i7,,62756.23,,4.5
Acer,16,12th Gen,16.0,256.0,Black,2.48,Intel Core i3,,34115.0,7.08,4.7
Hp,VivoBook,11th Gen,32.0,256.0,Black,2.74,AMD Ryzen 7,651.28,112844.96,9.18,2.8
Lenovo,VivoBook,12th Gen,16.0,512.0,Silver,2.24,AMD Ryzen 3,,172984.48,49.91,4.6
Asus,14,10th Gen,4.0,512.0,Black,2.69,Intel Core i3,,117083.07,,4.0
Asus,VivoBook,12th Gen,32.0,256.0,Black,2.6,Intel Core i7,,105699.95,20.18,3.0
Asus,VivoBook,10th Gen,8.0,1024.0,White,2.15,,,95771.52,27.01,3.1
Dell,VivoBook,12th Gen,32.0,1024.0,Silver,1.72,Intel Core i5,655.37,140983.21,,4.6
Asus,16,10th Gen,32.0,1024.0,White,2.96,Intel Core i5,675.04,193555.48,25.01,4.2
Asus,16,12th Gen,32.0,256.0,Grey,1.5,Intel Core i5,,74315.94,,2.8
Hp,X1,13th Gen,,512.0,White,1.81,Intel Core i3,961.49,136642.29,30.39,2.8
Hp,VivoBook,13th Gen,32.0,256.0,Silver,2.76,AMD Ryzen 3,,173760.86,11.17,4.2
Acer,16,11th Gen,8.0,1024.0,White,2.73,AMD Ryzen 3,,140024.98,26.13,4.5
Acer,Inspiron,12th Gen,8.0,256.0,Grey,1.25,Intel Core i7,,120101.2,,4.7
Asus,14,13th Gen,32.0,1024.0,Black,2.24,AMD Ryzen 3,147.08,80359.74,,4.9
Lenovo,14,11th Gen,8.0,1024.0,Grey,1.57,AMD Ryzen 5,220.98,102785.59,40.5,3.4
Dell,14,11th Gen,12.0,512.0,Blue,2.64,,591.89,144167.29,29.45,3.9
Asus,X1,12th Gen,16.0,256.0,Blue,2.93,AMD Ryzen 5,531.2,106861.56,,2.5
Asus,15,13th Gen,12.0,512.0,Blue,1.36,AMD Ryzen 3,719.84,172931.13,,4.6
Lenovo,15,13th Gen,8.0,512.0,Silver,1.84,Intel Core i3,971.24,88965.72,32.98,3.3
Lenovo,16,12th Gen,12.0,256.0,Silver,1.51,Intel Core i7,347.8,32202.41,,5.0
Hp,X1,13th Gen,32.0,256.0,Silver,2.69,Intel Core i3,749.36,110704.41,10.32,3.6
Lenovo,15,10th Gen,32.0,1024.0,Black,1.56,Intel Core i7,292.55,156627.41,49.9,4.8
Hp,X1,11th Gen,12.0,1024.0,White,1.82,Intel Core i5,,33229.43,11.75,4.6
Lenovo,15,13th Gen,16.0,512.0,Grey,1.93,AMD Ryzen 7,,94765.17,,4.8
Lenovo,15,12th Gen,16.0,512.0,Black,2.26,AMD Ryzen 5,109.29,163736.09,,3.7
Acer,16,13th Gen,32.0,1024.0,Grey,1.96,Intel Core i3,760.73,128239.51,,4.1
Hp,VivoBook,13th Gen,8.0,256.0,Grey,2.06,Intel Core i5,,105208.63,27.53,4.1
Dell,VivoBook,13th Gen,4.0,512.0,Black,2.43,Intel Core i5,,39309.33,38.95,4.5
Acer,VivoBook,13th Gen,32.0,512.0,Silver,,AMD Ryzen 7,,79908.17,,2.8
Acer,VivoBook,11th Gen,12.0,1024.0,Blue,1.91,AMD Ryzen 3,,86382.45,17.26,3.5
Dell,16,12th Gen,8.0,1024.0,Blue,1.32,Intel Core i3,,39003.9,24.77,4.0
Acer,X1,10th Gen,4.0,256.0,Black,2.56,AMD Ryzen 7,,169031.2,,2.8
Lenovo,Inspiron,11th Gen,16.0,256.0,Grey,2.47,Intel Core i5,255.71,36699.63,,4.6
Acer,15,12th Gen,12.0,256.0,Blue,1.98,Intel Core i5,,28642.13,14.14,4.9
Lenovo,16,11th Gen,8.0,512.0,Black,2.84,Intel Core i3,453.89,111864.22,,3.3
Asus,VivoBook,11th Gen,4.0,1024.0,White,2.3,Intel Core i5,,75302.7,,4.2
Lenovo,15,10th Gen,8.0,256.0,Grey,2.28,AMD Ryzen 3,572.6,50014.5,46.35,3.2
Dell,X1,11th Gen,16.0,256.0,Blue,2.72,AMD Ryzen 5,,138202.02,0.51,2.5
Hp,VivoBook,12th Gen,32.0,1024.0,Silver,1.97,Intel Core i5,,143254.97,,3.8
Lenovo,14,13th Gen,32.0,256.0,Black,2.15,AMD Ryzen 7,,121740.99,,3.7
Hp,14,10th Gen,8.0,512.0,Silver,1.92,AMD Ryzen 7,864.26,75830.76,6.76,3.9
Hp,16,13th Gen,8.0,256.0,Black,2.76,Intel Core i3,,161464.8,,2.8
Lenovo,16,13th Gen,32.0,1024.0,Grey,2.33,Intel Core i7,,81657.81,18.33,3.3
Dell,15,13th Gen,8.0,256.0,Blue,1.28,AMD Ryzen 3,,75180.46,12.01,5.0
Acer,VivoBook,12th Gen,8.0,512.0,Black,1.6,Intel Core i5,,71737.58,,4.0
Asus,Inspiron,10th Gen,12.0,1024.0,Blue,2.28,Intel Core i5,712.06,115251.26,,4.1
Asus,16,10th Gen,16.0,1024.0,Grey,2.41,AMD Ryzen 7,380.86,63010.21,10.91,3.7
Lenovo,16,12th Gen,16.0,256.0,Black,1.54,Intel Core i3,838.34,179525.2,35.57,4.4
Asus,15,10th Gen,8.0,1024.0,Silver,2.92,Intel Core i3,746.11,51345.91,20.89,3.5
Lenovo,VivoBook,11th Gen,8.0,512.0,Silver,2.12,Intel Core i7,140.48,125470.56,,3.7
Asus,VivoBook,10th Gen,32.0,256.0,Grey,1.6,Intel Core i7,,140379.78,,4.5
Lenovo,VivoBook,13th Gen,16.0,256.0,Silver,2.38,AMD Ryzen 7,,165894.64,13.62,3.8
Lenovo,Inspiron,10th Gen,4.0,512.0,Blue,2.66,AMD Ryzen 7,422.84,160765.59,,3.4
Hp,16,10th Gen,12.0,512.0,White,2.21,Intel Core i5,,153984.29,15.08,3.2
Asus,14,11th Gen,16.0,256.0,Silver,2.65,AMD Ryzen 5,,44796.65,,4.7
Hp,15,13th Gen,12.0,256.0,Blue,2.75,Intel Core i3,,86965.34,,3.6
Asus,15,13th Gen,12.0,1024.0,Grey,2.49,AMD Ryzen 5,,105184.0,,3.0
Dell,14,10th Gen,16.0,512.0,White,2.91,Intel Core i5,,158149.56,,4.6
Asus,X1,13th Gen,16.0,256.0,Blue,2.79,AMD Ryzen 7,783.4,129810.45,41.96,3.7
Dell,14,11th Gen,4.0,256.0,Black,2.48,AMD Ryzen 3,,192952.13,30.99,4.6
Dell,Inspiron,12th Gen,8.0,256.0,Grey,1.68,Intel Core i5,831.67,69453.43,14.89,2.8
Lenovo,15,12th Gen,32.0,512.0,Grey,,Intel Core i7,,161525.25,,5.0
Asus,VivoBook,12th Gen,12.0,1024.0,Blue,1.91,Intel Core i7,,167722.02,,2.8
Dell,VivoBook,11th Gen,4.0,256.0,Grey,2.66,AMD Ryzen 5,,100921.44,,3.2
Hp,15,12th Gen,12.0,1024.0,Blue,2.43,AMD Ryzen 5,652.43,41002.7,,3.7
Dell,14,11th Gen,32.0,1024.0,White,2.05,AMD Ryzen 3,909.14,194602.6,,2.6
Hp,Inspiron,10th Gen,8.0,1024.0,Grey,2.27,AMD Ryzen 7,,194288.42,33.46,4.4
Lenovo,16,11th Gen,8.0,256.0,White,1.78,AMD Ryzen 7,,169698.78,9.56,3.0
Acer,Inspiron,11th Gen,16.0,512.0,Black,1.28,AMD Ryzen 5,707.22,163008.1,,3.7
Lenovo,Inspiron,11th Gen,16.0,256.0,Blue,2.79,AMD Ryzen 7,,51195.57,,4.8
Dell,14,12th Gen,4.0,512.0,Silver,2.51,Intel Core i5,432.97,160942.1,47.7,3.6
Acer,14,10th Gen,12.0,256.0,White,1.81,AMD Ryzen 3,,193641.59,,4.9
Dell,Inspiron,11th Gen,4.0,256.0,Black,1.91,Intel Core i3,906.82,73479.13,,3.6
Lenovo,VivoBook,10th Gen,16.0,256.0,Black,1.67,AMD Ryzen 3,,182723.03,33.77,3.6
Hp,15,10th Gen,16.0,512.0,Grey,1.95,Intel Core i3,625.18,87646.25,,4.1
Lenovo,VivoBook,11th Gen,8.0,1024.0,Blue,2.57,AMD Ryzen 7,551.09,167129.53,,4.8
Acer,16,10th Gen,4.0,1024.0,White,2.83,Intel Core i5,429.98,46319.86,17.43,4.5
Asus,16,11th Gen,32.0,256.0,White,2.79,AMD Ryzen 5,815.79,35311.64,,4.7
Acer,15,13th Gen,12.0,256.0,Blue,1.61,AMD Ryzen 3,,86185.27,,4.4
Asus,14,10th Gen,4.0,1024.0,White,2.31,AMD Ryzen 5,,112795.82,,4.1
Lenovo,15,12th Gen,8.0,256.0,Black,2.17,AMD Ryzen 7,348.35,113325.09,,2.7
Dell,Inspiron,12th Gen,16.0,512.0,Silver,2.17,AMD Ryzen 5,,126705.3,44.78,2.7
Lenovo,VivoBook,13th Gen,,256.0,Silver,1.47,AMD Ryzen 3,,24149.23,14.58,3.2
Lenovo,16,10th Gen,4.0,512.0,Black,1.79,AMD Ryzen 5,176.24,174754.28,,3.3
Lenovo,VivoBook,12th Gen,8.0,512.0,Blue,1.49,AMD Ryzen 5,867.02,20429.91,,3.1
Asus,VivoBook,13th Gen,4.0,256.0,Black,1.43,AMD Ryzen 5,545.63,104602.25,2.36,2.6
Lenovo,15,13th Gen,4.0,1024.0,Silver,2.16,AMD Ryzen 5,374.18,171239.89,17.87,2.7
Lenovo,Inspiron,12th Gen,4.0,1024.0,Black,1.5,AMD Ryzen 3,,155616.74,19.28,2.8
Asus,VivoBook,11th Gen,8.0,512.0,Grey,2.82,AMD Ryzen 7,407.35,182011.88,,4.2
Lenovo,15,12th Gen,12.0,256.0,Blue,1.57,AMD Ryzen 7,110.29,28478.77,,3.8
Dell,15,10th Gen,32.0,256.0,Grey,2.04,AMD Ryzen 3,222.2,179888.12,41.15,3.5
Asus,15,10th Gen,16.0,1024.0,Grey,2.83,AMD Ryzen 3,671.08,32616.29,,4.8
Dell,X1,13th Gen,32.0,256.0,Grey,2.4,AMD Ryzen 7,,88989.43,,5.0
Dell,14,12th Gen,16.0,256.0,Blue,2.68,Intel Core i7,,158084.73,48.43,2.9
Asus,16,13th Gen,16.0,1024.0,Silver,2.47,AMD Ryzen 7,,131198.98,25.75,4.7
Lenovo,14,11th Gen,4.0,1024.0,Blue,1.56,AMD Ryzen 5,,50104.49,,4.0
Lenovo,Inspiron,12th Gen,12.0,256.0,White,2.88,AMD Ryzen 5,603.03,142177.62,45.16,4.3
Acer,14,10th Gen,32.0,512.0,Black,1.99,Intel Core i5,642.25,58481.85,,2.6
Asus,X1,10th Gen,8.0,1024.0,Grey,2.78,AMD Ryzen 3,,49000.28,,3.7
Dell,Inspiron,10th Gen,,512.0,Grey,2.27,AMD Ryzen 7,,166954.33,,2.7
Hp,16,10th Gen,12.0,512.0,White,2.74,Intel Core i5,457.39,94029.88,,3.7
Dell,VivoBook,10th Gen,16.0,512.0,Grey,2.95,AMD Ryzen 5,143.46,183914.9,,2.7
Dell,16,12th Gen,8.0,256.0,Grey,2.34,AMD Ryzen 3,,130239.1,19.1,3.1
Lenovo,16,12th Gen,12.0,256.0,Silver,2.92,Intel Core i7,872.14,103699.29,,4.5
Hp,14,12th Gen,16.0,512.0,White,1.87,AMD Ryzen 3,139.95,62409.71,,3.1
Asus,15,12th Gen,4.0,1024.0,Grey,1.76,Intel Core i7,,31786.45,44.2,4.3
Hp,X1,12th Gen,32.0,256.0,White,2.52,Intel Core i5,370.34,26075.52,,2.9
Hp,VivoBook,12th Gen,12.0,256.0,Black,2.49,AMD Ryzen 3,,143834.05,,3.9
Lenovo,14,10th Gen,12.0,512.0,White,1.82,AMD Ryzen 3,,65469.16,28.68,3.2
Hp,15,13th Gen,8.0,1024.0,Black,2.56,AMD Ryzen 7,,177138.73,35.27,3.7
Dell,14,10th Gen,32.0,1024.0,Black,2.42,Intel Core i3,,52154.01,14.34,3.4
Asus,VivoBook,12th Gen,12.0,256.0,White,1.27,Intel Core i5,,188996.71,,3.3
Acer,15,10th Gen,16.0,1024.0,Blue,2.67,Intel Core i5,285.03,20099.11,46.71,3.8
Dell,VivoBook,11th Gen,32.0,256.0,White,2.86,Intel Core i5,588.53,68344.71,29.64,3.6
Lenovo,15,13th Gen,12.0,512.0,Black,2.54,Intel Core i7,279.11,81361.69,,4.8
Asus,15,12th Gen,32.0,1024.0,Black,2.55,Intel Core i3,401.79,107852.28,25.78,3.1
Asus,15,12th Gen,4.0,512.0,White,2.74,Intel Core i3,765.25,55031.16,,2.8
Hp,15,12th Gen,32.0,256.0,Black,2.1,AMD Ryzen 3,282.21,119306.03,,3.3
Hp,Inspiron,13th Gen,32.0,256.0,Black,2.8,AMD Ryzen 3,716.83,193639.95,,3.3
Hp,14,11th Gen,8.0,1024.0,Grey,2.25,Intel Core i3,,177325.73,39.51,2.5
Asus,VivoBook,12th Gen,4.0,1024.0,Grey,1.46,Intel Core i7,,95242.04,,3.7
Lenovo,15,10th Gen,8.0,512.0,Blue,1.31,Intel Core i5,158.3,142390.05,15.01,4.2
